1501808;1.0
1501402;0.781030930345837
1301902;0.6801028155743661
1303403;0.6484736098245126
1500305;0.6029840945911765
1302603;0.5816935710401224
1500404;0.5391696647220859
1505908;0.47396699887311994
1508357;0.4572285257028218
1507805;0.4504670715042791
1600808;0.3755629169461047
1500503;0.3673028773868044
1504802;0.33325128150112343
1505106;0.32771642847635285
1503101;0.31447371513880823
1506005;0.3077976331808043
1500701;0.300573580815716
1503903;0.2972278407682612
1600279;0.29527874715181607
1600303;0.2793530047692584
1506807;0.21870851990511148
1600600;0.21285253847719926
1504604;0.19682718431339566
1502509;0.1923830476491783
1503002;0.17597450670188353
1508084;0.15717617651318275
1505304;0.15307036774310118
1507979;0.1510215726245063
1300904;0.14737080992089696
1301001;0.13764553022408957
1501303;0.1298942415842455
1303007;0.08890034675511146
1302207;0.08394803001828931
1304302;0.07632315556608225
1501105;0.07359170827352358
1302108;0.07233954176084359
1302801;0.07161571717305769
1502806;0.06412304280888682
1304401;0.06098421463124027
1302009;0.05895157809646948
1303957;0.058934024147435995
1304104;0.0566084841260898
1507706;0.054849677658676925
1501204;0.05461012161112665
1301209;0.05365157609752802
1301308;0.053434282436257766
1505205;0.047520097787211855
1300300;0.046634506351517814
1504000;0.04648848644715611
1300680;0.04597671163523171
1500206;0.045080992551545865
1502103;0.0432284214777509
1304260;0.04009256745754352
1300508;0.037020028117410037
1500602;0.03685745338185016
1508100;0.03371273224714373
1300029;0.03370444397595625
1304203;0.03326739062682233
1505809;0.03146421703468948
1504505;0.029746640758921687
1301852;0.026860215158680374
1302900;0.022968387217130192
1300839;0.022736485578984493
1303205;0.02238351263223364
1301704;0.021497828945016163
1303106;0.019917101993826746
1507904;0.019320425379233928
1300060;0.016289631755706167
1304237;0.016209579218334963
1303908;0.016189954259897256
1303700;0.016164157230532328
1300607;0.016065623332904698
1304062;0.015916215490992282
1506401;0.014316474109366479
1303809;0.013124119279981108
1303601;0.013124119279981092
1302405;0.01306973412749509
1301605;0.012506792175357676
1302306;0.012409080680529245
1504901;0.012320616558217777
1302504;0.011897773918584513
1100205;0.011880688891225202
1300631;0.01152710750326521
1502855;0.011064280380694604
1300409;0.010161075687945265
1502004;0.008586687965938509
1300805;0.007999384022248831
1300102;0.00789612713896392
1505700;0.007619322684768312
1500107;0.006788905871818492
1303304;0.006709257321543754
1302702;0.0061008377842217505
1300086;0.0057442707634989985
1506302;0.0041613223893734634
1302553;0.002142044018754349
1503606;0.001357013265403958
1501006;0.0009531376209445483
1301159;0.00043137390511799724
1200203;2.2378535041931727e-17
2105302;1.367049209505453e-17
2927408;1.2458933702565396e-17
1200351;1.1247284463234414e-17
1504208;1.0615599996982856e-17
2111201;1.0578565744637668e-17
4314498;8.12306914268723e-18
1200393;7.722255074365856e-18
1301803;7.62822761620648e-18
2800704;7.288828821410974e-18
2706802;7.260221956812766e-18
4208401;6.997275785776265e-18
2105104;6.761755836711874e-18
2401107;6.520671396478385e-18
1710706;5.890157560163367e-18
2105005;5.821395292515066e-18
2109403;5.782805898533101e-18
2802403;5.546494702781655e-18
2916104;5.138924633233734e-18
3300100;5.118412783931555e-18
2930204;5.093605612914791e-18
2100204;4.950719404465635e-18
4209409;4.6246760722693956e-18
1508308;4.5678514948000854e-18
3302601;4.5122759393002006e-18
2933604;4.2465682196411055e-18
2706703;4.192945016499139e-18
2926004;4.132654583170979e-18
2709202;4.103448300364939e-18
2933208;4.0902435165329295e-18
4207205;4.013286228798987e-18
4318507;3.806049563511708e-18
4109500;3.664425686582731e-18
2102903;3.656651809988394e-18
2806404;3.6113399939216926e-18
2924405;3.503210517261097e-18
4118204;3.2689618134527117e-18
2111300;2.963078421152466e-18
4315602;2.9351268992964526e-18
2404408;2.585590988958886e-18
2805703;2.2310019672555218e-18
2707503;2.024888921106248e-18
